purchase_order_id,order_date,expected_delivery_date,warehouse_id,sku,supplier_id,ordered_units,unit_cost,status
PO-01410,2025-12-04,2025-12-10,WH-NORTH,SKU-1007,SUP-002,792,1.15,received
PO-01411,2026-04-15,2026-04-18,WH-SOUTH,SKU-1051,SUP-001,384,1.37,received
PO-01412,2025-08-11,2025-08-18,WH-CENTER,SKU-1079,SUP-003,144,2.87,received
PO-01413,2025-01-13,2025-01-18,WH-SOUTH,SKU-1033,SUP-001,288,3.03,received
PO-01414,2025-10-14,2025-10-23,WH-NORTH,SKU-1089,SUP-003,192,2.12,received
PO-01415,2025-10-30,2025-11-03,WH-SOUTH,SKU-1050,SUP-001,672,1.65,received
PO-01416,2025-08-01,2025-08-09,WH-CENTER,SKU-1101,SUP-005,84,3.95,received
PO-01417,2026-03-08,2026-03-12,WH-NORTH,SKU-1030,SUP-006,240,0.79,received
PO-01418,2025-03-11,2025-03-18,WH-SOUTH,SKU-1008,SUP-002,216,1.94,received
PO-01419,2026-03-13,2026-03-19,WH-CENTER,SKU-1098,SUP-005,192,4.85,received
PO-01420,2025-05-11,2025-05-19,WH-NORTH,SKU-1079,SUP-003,96,2.87,received
PO-01421,2025-08-30,2025-09-06,WH-NORTH,SKU-1082,SUP-003,48,4.09,received
PO-01422,2025-01-25,2025-01-31,WH-CENTER,SKU-1105,SUP-005,48,4.03,received
PO-01423,2025-05-05,2025-05-10,WH-CENTER,SKU-1059,SUP-001,456,0.56,received
PO-01424,2025-03-01,2025-03-04,WH-NORTH,SKU-1044,SUP-001,204,0.97,received
PO-01425,2025-07-27,2025-08-05,WH-SOUTH,SKU-1070,SUP-003,144,4.73,received
PO-01426,2025-09-05,2025-09-12,WH-NORTH,SKU-1084,SUP-003,24,3.85,received
PO-01427,2025-05-06,2025-05-12,WH-CENTER,SKU-1100,SUP-005,48,2.96,received
PO-01428,2025-05-19,2025-05-25,WH-SOUTH,SKU-1077,SUP-003,72,1.82,received
PO-01429,2026-04-05,2026-04-13,WH-SOUTH,SKU-1066,SUP-003,216,1.42,received
PO-01430,2025-08-29,2025-09-04,WH-NORTH,SKU-1105,SUP-005,48,4.03,received
PO-01431,2025-06-29,2025-07-01,WH-SOUTH,SKU-1054,SUP-001,210,1.53,received
PO-01432,2026-05-26,2026-05-31,WH-SOUTH,SKU-1110,SUP-004,366,4.32,received
PO-01433,2026-02-16,2026-02-18,WH-CENTER,SKU-1058,SUP-001,168,1.68,received
PO-01434,2025-09-24,2025-09-28,WH-CENTER,SKU-1005,SUP-002,384,1.67,received
PO-01435,2025-12-03,2025-12-07,WH-CENTER,SKU-1039,SUP-001,672,0.95,received
PO-01436,2026-06-03,2026-06-10,WH-NORTH,SKU-1072,SUP-003,168,5.09,received
PO-01437,2025-03-31,2025-04-03,WH-NORTH,SKU-1031,SUP-001,336,4.14,received
PO-01438,2025-12-25,2025-12-29,WH-CENTER,SKU-1060,SUP-001,456,1.65,received
PO-01439,2026-04-09,2026-04-13,WH-NORTH,SKU-1053,SUP-001,180,1.54,received
PO-01440,2025-03-19,2025-03-26,WH-CENTER,SKU-1098,SUP-005,240,4.85,received
PO-01441,2025-01-18,2025-01-22,WH-SOUTH,SKU-1060,SUP-001,528,1.65,received
PO-01442,2026-05-18,2026-05-24,WH-NORTH,SKU-1101,SUP-005,96,3.95,received
PO-01443,2026-06-04,2026-06-11,WH-NORTH,SKU-1005,SUP-002,384,1.67,in_transit
PO-01444,2025-02-23,2025-03-02,WH-CENTER,SKU-1097,SUP-005,144,6.87,received
PO-01445,2025-06-11,2025-06-16,WH-SOUTH,SKU-1001,SUP-002,372,1.28,received
PO-01446,2025-08-01,2025-08-05,WH-CENTER,SKU-1044,SUP-001,60,0.97,received
PO-01447,2025-11-21,2025-11-23,WH-SOUTH,SKU-1035,SUP-001,150,2.21,received
PO-01448,2025-08-07,2025-08-12,WH-SOUTH,SKU-1107,SUP-004,420,6.06,received
PO-01449,2025-11-05,2025-11-14,WH-NORTH,SKU-1076,SUP-003,120,2.45,received
PO-01450,2025-10-30,2025-11-04,WH-NORTH,SKU-1027,SUP-006,288,2.25,received
PO-01451,2026-04-21,2026-04-26,WH-NORTH,SKU-1114,SUP-004,696,2.92,received
PO-01452,2025-10-19,2025-10-28,WH-NORTH,SKU-1072,SUP-003,72,5.09,received
PO-01453,2025-03-31,2025-04-05,WH-NORTH,SKU-1047,SUP-001,348,1.03,received
PO-01454,2025-03-15,2025-03-19,WH-CENTER,SKU-1109,SUP-004,216,2.43,received
PO-01455,2025-11-27,2025-12-05,WH-NORTH,SKU-1076,SUP-003,72,2.45,received
PO-01456,2025-11-28,2025-12-03,WH-NORTH,SKU-1020,SUP-006,96,2.27,received
PO-01457,2025-09-09,2025-09-14,WH-SOUTH,SKU-1114,SUP-004,504,2.92,received
PO-01458,2025-05-02,2025-05-10,WH-NORTH,SKU-1072,SUP-003,168,5.09,received
PO-01459,2025-06-09,2025-06-13,WH-SOUTH,SKU-1113,SUP-004,408,1.94,received
PO-01460,2025-12-04,2025-12-10,WH-NORTH,SKU-1095,SUP-005,144,5.63,received
PO-01461,2025-04-20,2025-04-24,WH-NORTH,SKU-1057,SUP-001,252,0.97,received
PO-01462,2025-08-22,2025-08-26,WH-NORTH,SKU-1115,SUP-004,312,3.98,received
PO-01463,2026-06-01,2026-06-06,WH-CENTER,SKU-1027,SUP-006,312,2.25,received
PO-01464,2025-03-28,2025-04-03,WH-SOUTH,SKU-1077,SUP-003,168,1.82,received
PO-01465,2026-05-16,2026-05-23,WH-NORTH,SKU-1027,SUP-006,336,2.25,received
PO-01466,2025-07-28,2025-08-02,WH-SOUTH,SKU-1031,SUP-001,96,4.14,received
PO-01467,2026-02-25,2026-03-02,WH-SOUTH,SKU-1117,SUP-004,720,3.38,received
PO-01468,2025-04-30,2025-05-06,WH-SOUTH,SKU-1100,SUP-005,96,2.96,received
PO-01469,2026-01-12,2026-01-18,WH-SOUTH,SKU-1020,SUP-006,192,2.27,received
PO-01470,2025-01-11,2025-01-16,WH-SOUTH,SKU-1054,SUP-001,138,1.53,received
PO-01471,2025-05-04,2025-05-06,WH-NORTH,SKU-1033,SUP-001,576,3.03,received
PO-01472,2025-10-25,2025-10-28,WH-SOUTH,SKU-1037,SUP-001,816,1.61,received
PO-01473,2025-08-28,2025-09-04,WH-NORTH,SKU-1021,SUP-006,120,0.63,received
PO-01474,2026-02-06,2026-02-14,WH-NORTH,SKU-1088,SUP-003,72,3.94,received
PO-01475,2025-04-12,2025-04-17,WH-NORTH,SKU-1021,SUP-006,312,0.63,received
PO-01476,2025-11-14,2025-11-21,WH-CENTER,SKU-1085,SUP-003,144,2.74,received
PO-01477,2025-02-09,2025-02-12,WH-NORTH,SKU-1119,SUP-004,144,2.85,received
PO-01478,2026-01-14,2026-01-21,WH-SOUTH,SKU-1085,SUP-003,48,2.74,received
PO-01479,2026-05-20,2026-05-22,WH-SOUTH,SKU-1045,SUP-001,372,1.22,received
PO-01480,2025-11-30,2025-12-02,WH-SOUTH,SKU-1041,SUP-001,240,3.57,received
PO-01481,2026-02-17,2026-02-22,WH-SOUTH,SKU-1007,SUP-002,216,1.15,received
PO-01482,2025-12-29,2026-01-02,WH-CENTER,SKU-1043,SUP-001,624,2.58,received
PO-01483,2025-01-27,2025-02-01,WH-SOUTH,SKU-1043,SUP-001,462,2.58,received
PO-01484,2025-05-02,2025-05-06,WH-SOUTH,SKU-1114,SUP-004,624,2.92,received
PO-01485,2025-12-01,2025-12-08,WH-NORTH,SKU-1066,SUP-003,168,1.42,received
PO-01486,2026-01-22,2026-01-24,WH-SOUTH,SKU-1047,SUP-001,84,1.03,received
PO-01487,2025-04-19,2025-04-25,WH-CENTER,SKU-1102,SUP-005,288,6.34,received
PO-01488,2025-12-12,2025-12-19,WH-CENTER,SKU-1084,SUP-003,96,3.85,received
PO-01489,2026-02-16,2026-02-21,WH-CENTER,SKU-1022,SUP-006,240,2.09,received
PO-01490,2025-03-22,2025-03-27,WH-SOUTH,SKU-1103,SUP-005,288,5.05,received
PO-01491,2025-03-29,2025-04-06,WH-NORTH,SKU-1083,SUP-003,120,2.55,received
PO-01492,2026-04-08,2026-04-14,WH-CENTER,SKU-1093,SUP-005,240,6.13,received
PO-01493,2026-03-13,2026-03-20,WH-SOUTH,SKU-1088,SUP-003,72,3.94,received
PO-01494,2025-05-04,2025-05-07,WH-SOUTH,SKU-1117,SUP-004,264,3.38,received
PO-01495,2025-03-09,2025-03-12,WH-CENTER,SKU-1054,SUP-001,300,1.53,received
PO-01496,2025-09-25,2025-10-01,WH-SOUTH,SKU-1015,SUP-002,936,2.14,received
PO-01497,2026-01-18,2026-01-23,WH-CENTER,SKU-1011,SUP-002,384,2.11,received
PO-01498,2026-03-11,2026-03-16,WH-SOUTH,SKU-1106,SUP-004,336,3.09,received
PO-01499,2025-02-16,2025-02-25,WH-CENTER,SKU-1081,SUP-003,192,3.74,received
PO-01500,2025-11-26,2025-12-02,WH-NORTH,SKU-1023,SUP-006,762,1.74,received
PO-01501,2025-10-29,2025-11-06,WH-NORTH,SKU-1072,SUP-003,144,5.09,received
PO-01502,2025-07-31,2025-08-03,WH-NORTH,SKU-1055,SUP-001,132,1.5,received
PO-01503,2026-05-17,2026-05-21,WH-CENTER,SKU-1054,SUP-001,90,1.53,received
PO-01504,2025-04-05,2025-04-11,WH-SOUTH,SKU-1116,SUP-004,720,1.66,received
PO-01505,2025-03-24,2025-04-02,WH-NORTH,SKU-1080,SUP-003,72,2.61,received
PO-01506,2025-07-02,2025-07-09,WH-NORTH,SKU-1006,SUP-002,54,1.01,received
PO-01507,2025-11-15,2025-11-21,WH-NORTH,SKU-1009,SUP-002,120,1.63,received
PO-01508,2025-10-26,2025-10-31,WH-NORTH,SKU-1009,SUP-002,612,1.63,received
PO-01509,2025-12-10,2025-12-15,WH-SOUTH,SKU-1024,SUP-006,168,1.65,received
PO-01510,2026-06-03,2026-06-09,WH-NORTH,SKU-1096,SUP-005,144,7.66,received
PO-01511,2025-07-03,2025-07-09,WH-CENTER,SKU-1110,SUP-004,396,4.32,received
PO-01512,2025-11-11,2025-11-18,WH-CENTER,SKU-1008,SUP-002,294,1.94,received
PO-01513,2026-04-15,2026-04-18,WH-SOUTH,SKU-1043,SUP-001,570,2.58,received
PO-01514,2025-07-01,2025-07-03,WH-CENTER,SKU-1058,SUP-001,240,1.68,received
PO-01515,2026-02-22,2026-03-02,WH-NORTH,SKU-1065,SUP-003,72,5.73,received
PO-01516,2025-11-20,2025-11-25,WH-CENTER,SKU-1095,SUP-005,48,5.63,received
PO-01517,2025-05-02,2025-05-09,WH-SOUTH,SKU-1066,SUP-003,216,1.42,received
PO-01518,2026-03-13,2026-03-17,WH-SOUTH,SKU-1010,SUP-002,216,1.37,received
PO-01519,2025-09-07,2025-09-12,WH-SOUTH,SKU-1007,SUP-002,744,1.15,received
PO-01520,2025-04-07,2025-04-11,WH-CENTER,SKU-1006,SUP-002,282,1.01,received
PO-01521,2026-05-02,2026-05-08,WH-SOUTH,SKU-1014,SUP-002,384,1.28,received
PO-01522,2026-05-21,2026-05-28,WH-NORTH,SKU-1072,SUP-003,72,5.09,received
PO-01523,2025-01-26,2025-02-02,WH-SOUTH,SKU-1004,SUP-002,96,1.58,received
PO-01524,2025-11-03,2025-11-12,WH-CENTER,SKU-1070,SUP-003,204,4.73,received
PO-01525,2025-06-07,2025-06-12,WH-CENTER,SKU-1039,SUP-001,384,0.95,received
PO-01526,2025-05-29,2025-06-02,WH-NORTH,SKU-1112,SUP-004,120,4.53,received
PO-01527,2025-02-25,2025-03-02,WH-CENTER,SKU-1092,SUP-005,84,5.6,received
PO-01528,2025-06-26,2025-07-04,WH-SOUTH,SKU-1088,SUP-003,78,3.94,received
PO-01529,2025-10-05,2025-10-12,WH-NORTH,SKU-1076,SUP-003,48,2.45,received
PO-01530,2025-02-26,2025-03-02,WH-NORTH,SKU-1111,SUP-004,552,3.72,received
PO-01531,2025-05-08,2025-05-13,WH-CENTER,SKU-1012,SUP-002,288,1.48,received
PO-01532,2025-10-12,2025-10-18,WH-NORTH,SKU-1110,SUP-004,432,4.32,received
PO-01533,2025-07-27,2025-07-31,WH-SOUTH,SKU-1117,SUP-004,396,3.38,received
PO-01534,2025-09-18,2025-09-20,WH-SOUTH,SKU-1053,SUP-001,372,1.54,received
PO-01535,2025-12-08,2025-12-14,WH-NORTH,SKU-1084,SUP-003,96,3.85,received
PO-01536,2025-09-07,2025-09-10,WH-SOUTH,SKU-1044,SUP-001,60,0.97,received
PO-01537,2025-06-11,2025-06-19,WH-NORTH,SKU-1061,SUP-003,96,3.5,received
PO-01538,2025-11-22,2025-11-28,WH-NORTH,SKU-1027,SUP-006,336,2.25,received
PO-01539,2025-05-13,2025-05-15,WH-CENTER,SKU-1046,SUP-001,432,0.6,received
PO-01540,2026-05-26,2026-05-30,WH-SOUTH,SKU-1039,SUP-001,336,0.95,received
PO-01541,2025-01-03,2025-01-06,WH-NORTH,SKU-1053,SUP-001,120,1.54,received
PO-01542,2025-06-25,2025-07-02,WH-NORTH,SKU-1017,SUP-006,288,1.15,received
PO-01543,2026-04-01,2026-04-08,WH-CENTER,SKU-1020,SUP-006,96,2.27,received
PO-01544,2025-01-22,2025-01-30,WH-CENTER,SKU-1087,SUP-003,36,3.99,received
PO-01545,2025-02-08,2025-02-13,WH-SOUTH,SKU-1007,SUP-002,720,1.15,received
PO-01546,2025-07-21,2025-07-29,WH-SOUTH,SKU-1075,SUP-003,264,3.09,received
PO-01547,2025-04-03,2025-04-10,WH-SOUTH,SKU-1078,SUP-003,48,4.04,received
PO-01548,2025-10-19,2025-10-24,WH-SOUTH,SKU-1114,SUP-004,624,2.92,received
PO-01549,2026-02-26,2026-03-03,WH-SOUTH,SKU-1052,SUP-001,192,1.51,received
PO-01550,2025-03-19,2025-03-23,WH-CENTER,SKU-1113,SUP-004,132,1.94,received
PO-01551,2026-01-30,2026-02-04,WH-SOUTH,SKU-1026,SUP-006,648,2.75,received
PO-01552,2026-04-28,2026-04-30,WH-CENTER,SKU-1036,SUP-001,360,4.34,received
PO-01553,2025-11-08,2025-11-13,WH-CENTER,SKU-1103,SUP-005,144,5.05,received
PO-01554,2026-04-14,2026-04-21,WH-NORTH,SKU-1075,SUP-003,210,3.09,received
PO-01555,2025-03-16,2025-03-22,WH-CENTER,SKU-1064,SUP-003,78,3.55,received
PO-01556,2026-03-30,2026-04-02,WH-NORTH,SKU-1053,SUP-001,588,1.54,received
PO-01557,2025-04-26,2025-05-01,WH-CENTER,SKU-1036,SUP-001,300,4.34,received
PO-01558,2025-06-08,2025-06-15,WH-CENTER,SKU-1007,SUP-002,600,1.15,received
PO-01559,2025-04-20,2025-04-22,WH-NORTH,SKU-1034,SUP-001,252,0.96,received
PO-01560,2025-07-07,2025-07-10,WH-NORTH,SKU-1043,SUP-001,672,2.58,received
PO-01561,2026-01-08,2026-01-12,WH-CENTER,SKU-1044,SUP-001,168,0.97,received
PO-01562,2025-10-18,2025-10-23,WH-NORTH,SKU-1052,SUP-001,336,1.51,received
PO-01563,2026-01-14,2026-01-22,WH-NORTH,SKU-1065,SUP-003,48,5.73,received
PO-01564,2025-07-18,2025-07-23,WH-NORTH,SKU-1117,SUP-004,612,3.38,received
PO-01565,2025-11-26,2025-11-28,WH-SOUTH,SKU-1042,SUP-001,96,1.29,received
PO-01566,2025-12-27,2026-01-03,WH-CENTER,SKU-1093,SUP-005,288,6.13,received
PO-01567,2025-11-06,2025-11-14,WH-CENTER,SKU-1098,SUP-005,120,4.85,received
PO-01568,2025-05-29,2025-06-05,WH-SOUTH,SKU-1069,SUP-003,36,7.01,received
PO-01569,2026-05-26,2026-05-31,WH-CENTER,SKU-1002,SUP-002,672,0.76,received
PO-01570,2025-07-25,2025-08-03,WH-NORTH,SKU-1078,SUP-003,132,4.04,received
PO-01571,2025-08-25,2025-08-30,WH-NORTH,SKU-1011,SUP-002,288,2.11,received
PO-01572,2025-04-05,2025-04-11,WH-CENTER,SKU-1018,SUP-006,216,1.58,received
PO-01573,2026-03-21,2026-03-26,WH-SOUTH,SKU-1017,SUP-006,336,1.15,received
PO-01574,2025-06-25,2025-07-02,WH-NORTH,SKU-1075,SUP-003,114,3.09,received
PO-01575,2026-04-16,2026-04-23,WH-CENTER,SKU-1013,SUP-002,276,1.73,received
PO-01576,2025-01-16,2025-01-19,WH-CENTER,SKU-1035,SUP-001,354,2.21,received
PO-01577,2025-07-19,2025-07-21,WH-NORTH,SKU-1047,SUP-001,324,1.03,received
PO-01578,2025-04-23,2025-04-30,WH-NORTH,SKU-1083,SUP-003,60,2.55,received
PO-01579,2026-05-23,2026-05-27,WH-NORTH,SKU-1110,SUP-004,144,4.32,received
PO-01580,2026-04-15,2026-04-24,WH-SOUTH,SKU-1079,SUP-003,96,2.87,received
PO-01581,2025-09-05,2025-09-07,WH-SOUTH,SKU-1041,SUP-001,168,3.57,received
PO-01582,2026-03-28,2026-03-31,WH-NORTH,SKU-1048,SUP-001,114,1.15,received
PO-01583,2026-06-06,2026-06-14,WH-NORTH,SKU-1089,SUP-003,192,2.12,delayed
PO-01584,2025-07-21,2025-07-28,WH-NORTH,SKU-1008,SUP-002,624,1.94,received
PO-01585,2025-06-10,2025-06-15,WH-SOUTH,SKU-1046,SUP-001,144,0.6,received
PO-01586,2025-06-28,2025-07-06,WH-CENTER,SKU-1080,SUP-003,72,2.61,received
PO-01587,2026-05-26,2026-06-01,WH-NORTH,SKU-1105,SUP-005,96,4.03,received
PO-01588,2025-04-22,2025-04-30,WH-SOUTH,SKU-1104,SUP-005,48,7.89,received
PO-01589,2025-10-23,2025-10-25,WH-NORTH,SKU-1053,SUP-001,228,1.54,received
PO-01590,2026-02-19,2026-02-25,WH-CENTER,SKU-1103,SUP-005,48,5.05,received
PO-01591,2025-06-10,2025-06-15,WH-NORTH,SKU-1052,SUP-001,96,1.51,received
PO-01592,2026-03-19,2026-03-23,WH-NORTH,SKU-1056,SUP-001,84,1.17,received
PO-01593,2025-01-08,2025-01-14,WH-NORTH,SKU-1117,SUP-004,132,3.38,received
PO-01594,2025-03-02,2025-03-08,WH-SOUTH,SKU-1105,SUP-005,48,4.03,received
PO-01595,2025-09-03,2025-09-08,WH-NORTH,SKU-1001,SUP-002,192,1.28,received
PO-01596,2025-09-11,2025-09-16,WH-CENTER,SKU-1028,SUP-006,624,2.12,received
PO-01597,2025-04-04,2025-04-10,WH-NORTH,SKU-1002,SUP-002,816,0.76,received
PO-01598,2025-06-10,2025-06-13,WH-SOUTH,SKU-1037,SUP-001,480,1.61,received
PO-01599,2025-07-27,2025-07-31,WH-NORTH,SKU-1002,SUP-002,528,0.76,received
PO-01600,2025-07-12,2025-07-19,WH-SOUTH,SKU-1006,SUP-002,132,1.01,received
